Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
SEB,Seaboard Corporation,3322.02,$3.86B,1996.0,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/seb,
SENS,"Senseonics Holdings, Inc.",1.58,$388.15M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sens,
SVT,"Servotronics, Inc.",8.6492,$21.52M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/svt,
SMTS,Sierra Metals Inc.,3.61,$587.71M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/smts,
SIF,"SIFCO Industries, Inc.",11.03,$65.25M,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/sif,
SVM,Silvercorp Metals Inc.,5.68,$995.14M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/svm,
SILV,SilverCrest Metals Inc.,9.19,$1.19B,2018.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/silv,
XPL,Solitario Zinc Corp.,0.655,$38.06M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/xpl,
LOV,"Spark Networks, Inc.",5.35,$139.4M,2017.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lov,
STXS,"Stereotaxis, Inc.",4.67,$344.11M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/stxs,
SSY,"SunLink Health Systems, Inc.",1.34,$9.25M,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ssy,
SDPI,"Superior Drilling Products, Inc.",0.7987,$20.46M,2014.0,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/sdpi,
SYN,"Synthetic Biologics, Inc",0.8199,$30.3M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/syn,
TKAT,"Takung Art Co., Ltd.",1.7901,$20.18M,,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/tkat,
TRX,Tanzanian Gold Corporation,0.625,$126.36M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trx,
TGB,Taseko Mines Limited,1.31,$365.76M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/tgb,
TGC,"Tengasco, Inc.",1.39,$14.85M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tgc,
GLU,The Gabelli Global Utility and Income Trust,18.49,$99.36M,2004.0,,,https://old.nasdaq.com/symbol/glu,
GGO,The Gabelli Go Anywhere Trust,13.25,$20.53M,2016.0,,,https://old.nasdaq.com/symbol/ggo,
TMBR,"Timber Pharmaceuticals, Inc.",1.02,$12.09M,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tmbr,
TMP,Tompkins Financial Corporation,75.73,$1.13B,,Finance,Major Banks,https://old.nasdaq.com/symbol/tmp,
TRXC,"TransEnterix, Inc.",2.07,$240.53M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/trxc,
TMQ,Trilogy Metals Inc.,2.02,$288.87M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/tmq,
TPHS,Trinity Place Holdings Inc.,1.39,$44.72M,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/tphs,
TRT,Trio-Tech International,4.6369,$17.21M,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trt,
UFAB,"Unique Fabricating, Inc.",7.19,$70.31M,2015.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ufab,
UAMY,United States Antimony Corporation,0.7051,$53.4M,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/uamy,
UUU,"Universal Security Instruments, Inc.",5.72,$13.23M,,Technology,Electronic Components,https://old.nasdaq.com/symbol/uuu,
URG,Ur Energy Inc,1.07,$181.54M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/urg,
UEC,Uranium Energy Corp.,1.7,$338.4M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/uec,
VGZ,Vista Gold Corporation,0.99,$101.66M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/vgz,
VNRX,VolitionRX Limited,4.01,$193.27M,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/vnrx,
VOLT,"Volt Information Sciences, Inc.",2.56,$55.56M,,Technology,Professional Services,https://old.nasdaq.com/symbol/volt,
EAD,Wells Fargo Income Opportunities Fund,8.12,$491.96M,2003.0,,,https://old.nasdaq.com/symbol/ead,
ERC,Wells Fargo Multi-Sector Income Fund,12.1,$340.4M,2003.0,,,https://old.nasdaq.com/symbol/erc,
ERH,Wells Fargo Utilities and High Income Fund,12.72,$117.98M,2004.0,,,https://old.nasdaq.com/symbol/erh,
WRN,Western Copper and Gold Corporation,1.21,$164.07M,2011.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/wrn,
WYY,WidePoint Corporation,11.74,$99.31M,,Technology,EDP Services,https://old.nasdaq.com/symbol/wyy,
WTT,"Wireless Telecom Group,  Inc.",1.86,$40.35M,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/wtt,
XTNT,"Xtant Medical Holdings, Inc.",1.26,$96.84M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xtnt,
ZDGE,"Zedge, Inc.",6.98,$87.42M,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/zdge,
ZOM,Zomedica Corp.,0.9751,$550.01M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/zom,
VCVCU,10X Capital Venture Acquisition Corp,11.45,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/vcvcu,
TXG,"10x Genomics, Inc.",179.67,$19.33B,2019.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/txg,
YI,"111, Inc.",7.02,$578.16M,2018.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/yi,
YQ,17 Education & Technology Group Inc.,12.08,$2.27B,2020.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/yq,
TURN,180 Degree Capital Corp.,6.38,$66.19M,,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/turn,
ATNF,180 Life Sciences Corp.,3.09,$75.4M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnf,
FLWS,"1-800-FLOWERS.COM, Inc.",29.5,$1.92B,1999.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/flws,
BCOW,"1895 Bancorp of Wisconsin, Inc.",10.0502,$47.94M,2019.0,Finance,Banks,https://old.nasdaq.com/symbol/bcow,
ONEM,"1Life Healthcare, Inc.",42.68,$5.68B,2020.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/onem,
FCCY,1st Constitution Bancorp (NJ),15.75,$161.25M,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fccy,
SRCE,1st Source Corporation,42.98,$1.1B,,Finance,Major Banks,https://old.nasdaq.com/symbol/srce,
VNET,"21Vianet Group, Inc.",39.66,$5.27B,2011.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/vnet,
TWOU,"2U, Inc.",42.65,$3.07B,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twou,
QFIN,"360 DigiTech, Inc.",14.26,$2.17B,2018.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qfin,
KRKR,36Kr Holdings Inc.,3.19,$119.61M,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/krkr,
FDMT,"4D Molecular Therapeutics, Inc.",45.88,$1.22B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/fdmt,
FVAM,5:01 Acquisition Corp.,10.65,$116.31M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/fvam,
JOBS,"51job, Inc.",68.0,$4.58B,2004.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/jobs,
VIIAU,7GC & Co. Holdings Inc.,10.61,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/viiau,
ETNB,"89bio, Inc.",21.38,$425.01M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/etnb,
EGHT,8x8 Inc,36.73,$3.91B,,Technology,EDP Services,https://old.nasdaq.com/symbol/eght,
NMTR,"9 Meters Biopharma, Inc.",1.32,$268.49M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nmtr,
MASS,908 Devices Inc.,62.45,$1.64B,2020.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mass,
JFU,9F Inc.,1.35,$263.51M,2019.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfu,
AAON,"AAON, Inc.",70.44,$3.68B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aaon,
ABCM,Abcam plc,23.0,$5.21B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/abcm,
ABCL,AbCellera Biologics Inc.,44.41,$11.95B,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abcl,
ABEO,Abeona Therapeutics Inc.,1.91,$188.19M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abeo,
ABMD,"ABIOMED, Inc.",329.69,$14.9B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/abmd,
AXAS,Abraxas Petroleum Corporation,2.59,$21.76M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/axas,
ABST,Absolute Software Corporation,12.7,$619.48M,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/abst,
ACIU,AC Immune SA,5.93,$425.43M,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aciu,
ACIA,"Acacia Communications, Inc.",114.37,$4.82B,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,5.16,$254.28M,,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/actg,
ASO,"Academy Sports and Outdoors, Inc.",22.18,$1.99B,2020.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/aso,
ACHC,"Acadia Healthcare Company, Inc.",50.74,$4.52B,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,53.66,$8.53B,2004.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acad,
ACAM,Acamar Partners Acquisition Corp.,11.53,$440.41M,2019.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/acam,
ACAMU,Acamar Partners Acquisition Corp.,12.0,,2019.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/acamu,
ACST,"Acasti Pharma, Inc.",0.5996,$58.1M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acst,
AXDX,"Accelerate Diagnostics, Inc.",9.23,$526.38M,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/axdx,
XLRN,Acceleron Pharma Inc.,126.19,$7.6B,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xlrn,
ACCD,"Accolade, Inc.",52.35,$2.9B,2020.0,,,https://old.nasdaq.com/symbol/accd,
ARAY,Accuray Incorporated,4.75,$433.21M,2007.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aray,
ACEV,ACE Convergence Acquisition Corp.,10.93,$314.24M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/acev,
ACEVU,ACE Convergence Acquisition Corp.,12.27,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/acevu,
ACRX,"AcelRx Pharmaceuticals, Inc.",2.08,$188.19M,2011.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,3.85,$47.3M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acer,
ACHV,"Achieve Life Sciences, Inc. ",9.75,$59.38M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/achv,
ACIW,"ACI Worldwide, Inc.",38.45,$4.49B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aciw,
ACAC,Acies Acquisition Corp.,10.93,$294.09M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/acac,
ACACU,Acies Acquisition Corp.,11.95,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/acacu,
ACACW,Acies Acquisition Corp.,2.3545,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/acacw,
ACKIU,Ackrell SPAC Partners I Co. ,10.4907,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ackiu,
ACRS,"Aclaris Therapeutics, Inc.",5.88,$252.37M,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",94.6,$1.75B,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acmr,
ACNB,ACNB Corporation,26.1,$227.16M,,Finance,Major Banks,https://old.nasdaq.com/symbol/acnb,
STWO,ACON S2 Acquisition Corp.,10.63,$332.19M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/stwo,
STWOU,ACON S2 Acquisition Corp.,11.25,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/stwou,
ACOR,"Acorda Therapeutics, Inc.",6.7,$63.51M,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/acor,
ATVI,"Activision Blizzard, Inc",90.69,$70.09B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/atvi,
AFIB,"Acutus Medical, Inc.",23.66,$658.84M,2020.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/afib,
ADMS,"Adamas Pharmaceuticals, Inc.",4.46,$127.2M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,0.7768,$72.75M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/admp,
AHCO,AdaptHealth Corp. ,37.23,$3.61B,2018.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ahco,
ADAP,Adaptimmune Therapeutics plc,5.72,$885.33M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adap,
ADPT,Adaptive Biotechnologies Corporation,65.09,$8.9B,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adpt,
ADXN,Addex Therapeutics Ltd,10.7,$60.31M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxn,
ADUS,Addus HomeCare Corporation,120.43,$1.9B,2009.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",2.74,$32.97M,,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/aey,
ADIL,"Adial Pharmaceuticals, Inc",1.92,$27.63M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adil,
ACET,"Adicet Bio, Inc.",13.1,$256.63M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acet,
ADTX,"ADiTx Therapeutics, Inc.",2.37,$29.1M,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adtx,
ADMA,ADMA Biologics Inc,2.06,$194.77M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adma,
ADBE,Adobe Inc.,458.08,$219.75B,1986.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adbe,
ADTN,"ADTRAN, Inc.",16.71,$801.35M,1994.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/adtn,
ADES,"Advanced Emissions Solutions, Inc.",5.5,$102.01M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",115.47,$4.42B,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",88.21,$106.21B,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd,
ADV,Advantage Solutions Inc. ,12.27,$3.85B,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/adv,
ADXS,"Advaxis, Inc.",0.61,$66.99M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxs,
ADVM,"Adverum Biotechnologies, Inc.",11.37,$1.11B,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/advm,
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,28.0513,,,,,https://old.nasdaq.com/symbol/dweq,
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,38.83,,,,,https://old.nasdaq.com/symbol/dwaw,
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,34.4791,,,,,https://old.nasdaq.com/symbol/dwus,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,32.0524,,,,,https://old.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,10.5,,,,,https://old.nasdaq.com/symbol/dwsh,
AEGN,Aegion Corp,20.93,$644.08M,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",7.98,$382.54M,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,2.14,$49.88M,1997.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",3.62,$78.97M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx,
ARBGU,Aequi Acquisition Corp.,10.71,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/arbgu,
AERI,"Aerie Pharmaceuticals, Inc.",13.95,$653.07M,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aeri,
AVAV,"AeroVironment, Inc.",116.64,$2.81B,2007.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",1.2,$56.53M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arpo,
ASLE,AerSale Corporation,15.19,$623.49M,2019.0,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/asle,
AIH,Aesthetic Medical International Holdings Group Ltd.,5.0,$118.06M,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih,
AEZS,AEterna Zentaris Inc.,0.64,$40.11M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",2.54,$30.7M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aemd,
AFMD,Affimed N.V.,6.88,$675.06M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd,
AFYA,Afya Limited,23.73,$2.21B,2019.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya,
AGBA,AGBA Acquisition Limited,10.65,$63.63M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agba,
AGBAU,AGBA Acquisition Limited,11.4,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbau,
AGEN,Agenus Inc.,3.35,$637M,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",2.81,$245.69M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",42.5,$1B,,Technology,EDP Services,https://old.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",45.67,$3.16B,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,15.02,$433.94M,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,15.65,$8.53B,2008.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnc,
AGNCM,AGNC Investment Corp.,24.56,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncm,
AGNCN,AGNC Investment Corp.,25.52,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncn,
AGNCO,AGNC Investment Corp.,24.64,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnco,
AGNCP,AGNC Investment Corp.,24.1,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncp,
API,"Agora, Inc.",37.14,$14.74B,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/api,
AGFS,"AgroFresh Solutions, Inc.",1.97,$104.52M,2014.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/agfs,
AIKI,AIkido Pharma Inc.,1.09,$38.06M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki,
ALRN,"Aileron Therapeutics, Inc.",1.84,$153.84M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn,
AIRT,"Air T, Inc.",21.6,$62.25M,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt,
AIRTP,"Air T, Inc.",25.25,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp,
ATSG,"Air Transport Services Group, Inc",27.46,$1.64B,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/atsg,
ABNB,"Airbnb, Inc.",169.27,$100.95B,2020.0,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/abnb,
AIRG,"Airgain, Inc.",19.34,$188.91M,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg,
ANTE,AirNet Technology Inc.,2.45,$36.64M,,Technology,Advertising,https://old.nasdaq.com/symbol/ante,
AKAM,"Akamai Technologies, Inc.",106.45,$17.33B,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,3.19,$122.73M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx,
AKBA,"Akebia Therapeutics, Inc.",3.05,$440.84M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba,
KERN,Akerna Corp.,6.34,$89.13M,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/kern,
