Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
MCRB,"Seres Therapeutics, Inc.",24.48,$2.23B,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mcrb,
SVC,Service Properties Trust,11.22,$1.85B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/svc,
SREV,"ServiceSource International, Inc.",1.62,$156.49M,2011.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/srev,
SFBS,"ServisFirst Bancshares, Inc.",41.99,$2.26B,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/sfbs,
SESN,"Sesen Bio, Inc.",1.54,$199.18M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sesn,
SVOKU,SEVEN OAKS ACQUISITION CORP.,10.62,$274.79M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/svoku,
SVBI,Severn Bancorp Inc,7.74,$99.21M,,Finance,Major Banks,https://old.nasdaq.com/symbol/svbi,
SGBX,"SG Blocks, Inc.",7.65,$65.76M,2017.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/sgbx,
SGOC,"SGOCO Group, Ltd",1.65,$165.99M,2010.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/sgoc,
SMED,Sharps Compliance Corp.,11.11,$183.16M,,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/smed,
SHSP,"SharpSpring, Inc.",18.77,$236.44M,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shsp,
STTK,"Shattuck Labs, Inc.",45.2,$1.89B,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sttk,
SHEN,Shenandoah Telecommunications Co,43.28,$2.16B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/shen,
SFT,"Shift Technologies, Inc.",8.31,$697.25M,2019.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sft,
PIXY,"ShiftPixy, Inc.",2.7,$56.44M,2017.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/pixy,
TYHT,"Shineco, Inc.",3.47,$10.54M,2016.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/tyht,
SWAV,"ShockWave Medical, Inc.",136.87,$4.69B,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/swav,
SCVL,"Shoe Carnival, Inc.",42.71,$602.36M,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/scvl,
SHBI,Shore Bancshares Inc,14.31,$172.24M,,Finance,Major Banks,https://old.nasdaq.com/symbol/shbi,
SSTI,"ShotSpotter, Inc.",46.35,$530.33M,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ssti,
SIBN,"SI-BONE, Inc.",28.48,$921.64M,2018.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sibn,
SIEB,Siebert Financial Corp.,3.93,$121.65M,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sieb,
SIEN,"Sientra, Inc.",4.39,$221.49M,2014.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/sien,
BSRR,Sierra Bancorp,25.39,$389.97M,,Finance,Major Banks,https://old.nasdaq.com/symbol/bsrr,
SRRA,"Sierra Oncology, Inc.",16.045,$177.15M,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/srra,
SWIR,"Sierra Wireless, Inc.",18.14,$661.31M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/swir,
SIFY,Sify Technologies Limited,2.42,$433.72M,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/sify,
SIGA,SIGA Technologies Inc.,7.27,$562.69M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/siga,
SGTX,"Sigilon Therapeutics, Inc.",35.46,$1.11B,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sgtx,
SGLB,"Sigma Labs, Inc.",3.66,$21.34M,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/sglb,
SGMA,"SigmaTron International, Inc.",5.09,$21.67M,1994.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/sgma,
SBNY,Signature Bank,154.33,$8.27B,2004.0,Finance,Major Banks,https://old.nasdaq.com/symbol/sbny,
SBNYP,Signature Bank,25.43,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sbnyp,
SLN,Silence Therapeutics Plc,22.0,$610.91M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sln,
SLGN,Silgan Holdings Inc.,36.07,$3.99B,1997.0,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/slgn,
SILC,Silicom Ltd,44.36,$318.32M,,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/silc,
SLAB,"Silicon Laboratories, Inc.",136.03,$5.96B,2000.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/slab,
SIMO,Silicon Motion Technology Corporation,49.42,$1.74B,2005.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/simo,
SILK,"Silk Road Medical, Inc.",59.81,$2.03B,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/silk,
SSPK,Silver Spike Acquisition Corp.,18.11,$565.94M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sspk,
SSPKU,Silver Spike Acquisition Corp.,20.8471,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sspku,
SBTX,"Silverback Therapeutics, Inc.",48.32,$1.68B,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sbtx,
SAMG,Silvercrest Asset Management Group Inc.,15.48,$222.48M,2013.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/samg,
SSNT,"SilverSun Technologies, Inc.",3.37,$15.17M,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ssnt,
SFNC,Simmons First National Corporation,26.18,$2.85B,,Finance,Major Banks,https://old.nasdaq.com/symbol/sfnc,
QQC,Simplify Growth Equity Plus Convexity ETF,26.5994,,,,,https://old.nasdaq.com/symbol/qqc,
QQD,Simplify Growth Equity Plus Downside Convexity ETF,26.1679,,,,,https://old.nasdaq.com/symbol/qqd,
SLP,"Simulations Plus, Inc.",71.19,$1.42B,,Technology,EDP Services,https://old.nasdaq.com/symbol/slp,
SINA,Sina Corporation,41.74,$2.49B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sina,
SBGI,"Sinclair Broadcast Group, Inc.",33.2,$2.46B,1995.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/sbgi,
SINO,"Sino-Global Shipping America, Ltd.",3.15,$18.9M,,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/sino,
SVA,"Sinovac Biotech, Ltd.",6.47,$639.9M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sva,
SINT,"SiNtx Technologies, Inc.",1.76,$44.97M,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sint,
SIOX,Sio Gene Therapies Inc.,2.86,$138.62M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/siox,
SPQQ,Siren Large Cap Blend Index ETF,29.1382,,,,,https://old.nasdaq.com/symbol/spqq,
BLCN,Siren Nasdaq NexGen Economy ETF,41.52,,,,,https://old.nasdaq.com/symbol/blcn,
SG,"Sirius International Insurance Group, Ltd.",12.1,$1.4B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/sg,
SIRI,Sirius XM Holdings Inc.,5.8,$24.65B,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/siri,
SITM,SiTime Corporation,136.5,$2.31B,2019.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/sitm,
SYTA,"Siyata Mobile, Inc.",10.62,$48.61M,2020.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/syta,
EDTK,Skillful Craftsman Education Technology Limited,3.47,$41.64M,2020.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/edtk,
SKYW,"SkyWest, Inc.",41.77,$2.09B,1986.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/skyw,
SWKS,"Skyworks Solutions, Inc.",152.0,$25.24B,,Technology,Semiconductors,https://old.nasdaq.com/symbol/swks,
SNBR,Sleep Number Corporation,94.95,$2.64B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/snbr,
SLM,SLM Corporation,13.78,$5.17B,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/slm,
SLMBP,SLM Corporation,54.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/slmbp,
SGH,"SMART Global Holdings, Inc.",39.22,$928.44M,2017.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/sgh,
SND,"Smart Sand, Inc.",1.95,$85.05M,2016.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/snd,
SMBK,"SmartFinancial, Inc.",19.74,$300.74M,,Finance,Major Banks,https://old.nasdaq.com/symbol/smbk,
SDC,"SmileDirectClub, Inc.",11.42,$4.41B,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sdc,
SWBI,"Smith & Wesson Brands, Inc.",21.17,$1.19B,,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/swbi,
SMSI,"Smith Micro Software, Inc.",6.56,$270.9M,1995.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smsi,
SMID,Smith-Midland Corporation,10.09,$52.31M,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/smid,
SMTX,SMTC Corporation,5.89,$167.36M,2000.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/smtx,
TLMD,"SOC Telemed, Inc.",6.81,$522.83M,2020.0,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/tlmd,
SCKT,"Socket Mobile, Inc.",2.545,$15.47M,,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/sckt,
GIGE,SoFi Gig Economy ETF,38.94,,,,,https://old.nasdaq.com/symbol/gige,
SAII,Software Acquisition Group Inc. II,10.33,$222.74M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/saii,
SAIIU,Software Acquisition Group Inc. II,11.15,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/saiiu,
SOHU,Sohu.com Limited ,16.43,$645.18M,,Technology,EDP Services,https://old.nasdaq.com/symbol/sohu,
SLRC,Solar Capital Ltd.,17.78,$751.4M,2010.0,,,https://old.nasdaq.com/symbol/slrc,
SUNS,Solar Senior Capital Ltd.,15.54,$249.4M,,,,https://old.nasdaq.com/symbol/suns,
SEDG,"SolarEdge Technologies, Inc.",282.26,$14.45B,2015.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/sedg,
SLNO,"Soleno Therapeutics, Inc.",2.09,$166.4M,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/slno,
SLGL,Sol-Gel Technologies Ltd.,10.43,$239.9M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/slgl,
SLDB,Solid Biosciences Inc.,6.48,$549.33M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sldb,
SNGX,"Soligenix, Inc.",1.43,$42.68M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sngx,
SOLY,"Soliton, Inc.",9.7,$205.54M,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/soly,
SONM,"Sonim Technologies, Inc.",0.88,$58.22M,2019.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/sonm,
SONN,"Sonnet BioTherapeutics Holdings, Inc.",2.43,$41.74M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sonn,
SNOA,"Sonoma Pharmaceuticals, Inc.",8.42,$17.48M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/snoa,
SONO,"Sonos, Inc.",26.33,$2.97B,2018.0,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sono,
SRNE,"Sorrento Therapeutics, Inc.",9.5,$2.6B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/srne,
SHC,Sotera Health Company,25.49,$7.07B,2020.0,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/shc,
SOHO,Sotherly Hotels Inc.,2.75,$40.92M,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/soho,
SOHOB,Sotherly Hotels Inc.,13.36,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sohob,
SOHON,Sotherly Hotels Inc.,13.37,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sohon,
SOHOO,Sotherly Hotels Inc.,13.3,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sohoo,
SFBC,"Sound Financial Bancorp, Inc.",32.46,$84.24M,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/sfbc,
SPFI,"South Plains Financial, Inc.",19.6,$353.96M,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/spfi,
SSB,South State Corporation,80.09,$5.68B,,Finance,Major Banks,https://old.nasdaq.com/symbol/ssb,
SFST,"Southern First Bancshares, Inc.",38.79,$300.14M,,Finance,Major Banks,https://old.nasdaq.com/symbol/sfst,
SMBC,"Southern Missouri Bancorp, Inc.",32.28,$294.37M,,Finance,Banks,https://old.nasdaq.com/symbol/smbc,
SONA,"Southern National Bancorp of Virginia, Inc.",12.7,$309.48M,,Finance,Major Banks,https://old.nasdaq.com/symbol/sona,
SBSI,"Southside Bancshares, Inc.",33.25,$1.1B,,Finance,Major Banks,https://old.nasdaq.com/symbol/sbsi,
SY,So-Young International Inc.,11.43,$1.22B,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sy,
SP,SP Plus Corporation,30.5,$704.2M,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/sp,
SGRP,"SPAR Group, Inc.",1.2,$25.33M,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/sgrp,
SPKE,"Spark Energy, Inc.",10.85,$384.39M,2014.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/spke,
SPKEP,"Spark Energy, Inc.",25.2999,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/spkep,
TMTS,Spartacus Acquisition Corporation,10.29,$257.25M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tmts,
TMTSU,Spartacus Acquisition Corporation,10.97,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tmtsu,
SPTN,SpartanNash Company,17.99,$645.18M,,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/sptn,
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,26.166999999999998,,,,,https://old.nasdaq.com/symbol/dwfi,
SPPI,"Spectrum Pharmaceuticals, Inc.",3.59,$523.86M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sppi,
SPRO,"Spero Therapeutics, Inc.",16.45,$447.39M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/spro,
ANY,Sphere 3D Corp.,2.07,$16.29M,,Technology,EDP Services,https://old.nasdaq.com/symbol/any,
SPI,"SPI Energy Co., Ltd.",8.37,$186.08M,,Technology,Semiconductors,https://old.nasdaq.com/symbol/spi,
SAVE,"Spirit Airlines, Inc.",25.73,$2.51B,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save,
STXB,"Spirit of Texas Bancshares, Inc.",17.95,$310.36M,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/stxb,
SPLK,Splunk Inc.,169.97,$27.49B,2012.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/splk,
SPOK,"Spok Holdings, Inc.",12.13,$231.41M,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/spok,
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",17.59,$767.2M,2014.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/spwh,
SV,Spring Valley Acquisition Corp.,10.46,$300.73M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/sv,
SVSVU,Spring Valley Acquisition Corp.,11.3,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/svsvu,
SWTX,"SpringWorks Therapeutics, Inc.",79.8,$3.89B,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/swtx,
FUND,"Sprott Focus Trust, Inc.",7.42,$219.21M,,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/fund,
SPT,"Sprout Social, Inc",55.93,$2.96B,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/spt,
SFM,"Sprouts Farmers Market, Inc.",20.92,$2.47B,2013.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/sfm,
SPRB,"Spruce Biosciences, Inc.",23.42,$544.76M,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sprb,
SPSC,"SPS Commerce, Inc.",106.99,$3.78B,2010.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/spsc,
SRAX,"SRAX, Inc.",3.19,$51.13M,,Technology,Advertising,https://old.nasdaq.com/symbol/srax,
SSNC,"SS&C Technologies Holdings, Inc.",66.39,$16.99B,2010.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ssnc,
SSRM,SSR Mining Inc.,17.06,$3.74B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ssrm,
STAA,STAAR Surgical Company,88.06,$4.06B,,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/staa,
SRAC,Stable Road Acquisition Corp.,20.03,$442.81M,2019.0,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/srac,
SRACU,Stable Road Acquisition Corp.,23.19,,2019.0,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/sracu,
STAF,"Staffing 360 Solutions, Inc.",0.89,$15.24M,,Technology,Professional Services,https://old.nasdaq.com/symbol/staf,
STMP,Stamps.com Inc.,209.22,$3.82B,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/stmp,
STND,Standard AVB Financial Corp.,32.8,$156.59M,,Finance,Major Banks,https://old.nasdaq.com/symbol/stnd,
SBLK,Star Bulk Carriers Corp.,11.49,$1.1B,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sblk,
SBLKZ,Star Bulk Carriers Corp.,25.49,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sblkz,
STRR,"Star Equity Holdings, Inc.",3.47,$16.52M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/strr,
STRRP,"Star Equity Holdings, Inc.",10.744000000000002,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/strrp,
SVAC,Starboard Value Acquisition Corp.,10.62,$536.62M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/svac,
SVACU,Starboard Value Acquisition Corp.,10.9,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/svacu,
SBUX,Starbucks Corporation,102.33,$120.1B,1992.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/sbux,
STFC,State Auto Financial Corporation,18.61,$815.82M,1991.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/stfc,
MITO,Stealth BioTherapeutics Corp.,1.5,$74.84M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mito,
GASS,"StealthGas, Inc.",2.69,$101.84M,2005.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/gass,
STCN,"Steel Connect, Inc.",1.09,$68.45M,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/stcn,
STLD,"Steel Dynamics, Inc.",39.2,$8.25B,1996.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/stld,
STEP,StepStone Group Inc.,37.46,$1.1B,2020.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/step,
SRCL,"Stericycle, Inc.",68.06,$6.23B,1996.0,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/srcl,
SBT,"Sterling Bancorp, Inc.",5.29,$264.36M,2017.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/sbt,
STRL,Sterling Construction Company Inc,23.12,$649.7M,,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/strl,
SHOO,"Steven Madden, Ltd.",36.03,$3B,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/shoo,
SFIX,"Stitch Fix, Inc.",73.87,$7.75B,2017.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/sfix,
SYBT,"Stock Yards Bancorp, Inc.",42.0,$953.07M,,Finance,Major Banks,https://old.nasdaq.com/symbol/sybt,
STOK,"Stoke Therapeutics, Inc.",66.57,$2.44B,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/stok,
BANX,StoneCastle Financial Corp,19.88,$130.52M,,,,https://old.nasdaq.com/symbol/banx,
STNE,StoneCo Ltd.,78.23,$24.11B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/stne,
SNEX,StoneX Group Inc.,59.76,$1.16B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/snex,
SSKN,"Strata Skin Sciences, Inc.",1.685,$56.9M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sskn,
SSYS,"Stratasys, Ltd.",31.85,$1.8B,1994.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/ssys,
STRA,"Strategic Education, Inc.",93.05,$2.27B,1996.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stra,
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,25.3,,,,,https://old.nasdaq.com/symbol/hndl,
STRT,Strattec Security Corporation,46.54,$179.64M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/strt,
STRS,Stratus Properties Inc.,25.81,$212.18M,,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/strs,
STRM,"Streamline Health Solutions, Inc.",1.6,$50.66M,,Technology,EDP Services,https://old.nasdaq.com/symbol/strm,
SBBP,Strongbridge Biopharma plc,2.86,$192.32M,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sbbp,
SUMR,"Summer Infant, Inc.",15.1,$32.19M,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/sumr,
SMMF,"Summit Financial Group, Inc.",22.98,$298.34M,,Finance,Major Banks,https://old.nasdaq.com/symbol/smmf,
SSBI,Summit State Bank,15.0,$91.04M,2006.0,,,https://old.nasdaq.com/symbol/ssbi,
SMMT,Summit Therapeutics Inc. ,5.3,$435.67M,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/smmt,
WISA,"Summit Wireless Technologies, Inc.",4.15,$34.56M,2018.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/wisa,
SUMO,"Sumo Logic, Inc.",30.72,$3.14B,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sumo,
SNDE,Sundance Energy Inc. ,1.92,$13.2M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/snde,
SNDL,Sundial Growers Inc.,0.7136,$740.22M,2019.0,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/sndl,
SNSS,"Sunesis Pharmaceuticals, Inc.",2.89,$52.29M,2005.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/snss,
STKL,"SunOpta, Inc.",12.08,$1.09B,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/stkl,
SPWR,SunPower Corporation,31.96,$5.44B,2005.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/spwr,
RUN,Sunrun Inc.,84.25,$16.64B,2015.0,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/run,
SUNW,"Sunworks, Inc.",11.355,$188.82M,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/sunw,
SLGG,"Super League Gaming, Inc.",3.13,$47.06M,2019.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/slgg,
SMCI,"Super Micro Computer, Inc.",32.35,$1.68B,2020.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/smci,
SPCB,"SuperCom, Ltd.",1.33,$21.66M,,Technology,Semiconductors,https://old.nasdaq.com/symbol/spcb,
SGC,"Superior Group of Companies, Inc.",24.21,$373.68M,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/sgc,
SUPN,"Supernus Pharmaceuticals, Inc.",29.22,$1.54B,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/supn,
SPRT,"support.com, Inc.",2.08,$40.31M,2000.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sprt,
SURF,"Surface Oncology, Inc.",12.3,$490.84M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/surf,
SRGA,"Surgalign Holdings, Inc.",2.09,$170.12M,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/srga,
SGRY,"Surgery Partners, Inc.",30.56,$1.54B,2015.0,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sgry,
SRDX,"Surmodics, Inc.",43.98,$601.73M,1998.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/srdx,
SSSS,SuRo Capital Corp.,14.12,$281.19M,2011.0,,,https://old.nasdaq.com/symbol/ssss,
STRO,"Sutro Biopharma, Inc.",27.03,$1.23B,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/stro,
SIVB,SVB Financial Group,461.43,$23.92B,,Finance,Major Banks,https://old.nasdaq.com/symbol/sivb,
SIVBP,SVB Financial Group,26.55,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sivbp,
SVMK,SVMK Inc.,25.27,$3.59B,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/svmk,
SWKH,SWK Holdings Corporation,13.16,$168.31M,,Finance,Diversified Financial Services,https://old.nasdaq.com/symbol/swkh,
SYKE,"Sykes Enterprises, Incorporated",41.33,$1.64B,1996.0,Technology,EDP Services,https://old.nasdaq.com/symbol/syke,
SYNC,"Synacor, Inc.",1.6,$63.43M,2012.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/sync,
SYNL,Synalloy Corporation,8.54,$77.79M,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/synl,
SYNA,Synaptics Incorporated,100.96,$3.48B,2002.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/syna,
SNCR,"Synchronoss Technologies, Inc.",4.37,$192.74M,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sncr,
SNDX,"Syndax Pharmaceuticals, Inc.",23.73,$1.12B,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sndx,
